timestamp,object,confidence,x1,y1,x2,y2
2025-10-28 11:54:41,person,0.921,0,3,629,479
2025-10-28 11:54:41,person,0.622,0,204,109,444
2025-10-28 11:54:42,person,0.923,0,3,634,479
2025-10-28 11:54:42,person,0.917,1,1,635,478
2025-10-28 11:54:42,person,0.71,0,203,109,436
2025-10-28 11:54:45,person,0.925,1,0,634,479
2025-10-28 11:54:45,person,0.678,0,204,110,444
2025-10-28 11:54:45,person,0.925,0,3,628,479
2025-10-28 11:54:45,person,0.629,0,203,110,436
2025-10-28 11:54:45,person,0.914,1,0,633,477
2025-10-28 11:54:45,person,0.54,0,205,110,439
2025-10-28 11:54:46,person,0.926,1,0,631,478
2025-10-28 11:54:46,person,0.53,0,203,111,373
2025-10-28 11:54:46,person,0.919,0,2,630,479
2025-10-28 11:54:46,person,0.807,0,204,110,439
2025-10-28 11:54:46,person,0.921,1,0,629,478
2025-10-28 11:54:46,person,0.755,0,204,109,440
2025-10-28 11:54:46,person,0.92,0,1,631,479
2025-10-28 11:54:46,person,0.649,0,204,109,375
2025-10-28 11:54:47,person,0.929,1,0,632,478
2025-10-28 11:54:47,person,0.64,0,204,108,375
2025-10-28 11:54:47,person,0.912,1,2,632,479
2025-10-28 11:54:47,person,0.615,0,205,108,438
2025-10-28 11:54:47,person,0.916,1,0,630,479
2025-10-28 11:54:47,person,0.661,0,204,108,439
2025-10-28 11:54:47,person,0.918,1,2,636,478
2025-10-28 11:54:47,person,0.601,0,204,108,438
2025-10-28 11:54:48,person,0.925,1,0,632,478
2025-10-28 11:54:48,person,0.652,0,203,108,439
2025-10-28 11:54:48,person,0.913,2,0,630,478
2025-10-28 11:54:48,person,0.483,0,204,107,365
2025-10-28 11:54:48,person,0.482,0,203,107,434
2025-10-28 11:54:49,person,0.915,1,1,632,478
2025-10-28 11:54:49,person,0.557,0,202,107,438
2025-10-28 11:54:49,person,0.919,1,0,632,478
2025-10-28 11:54:49,person,0.67,0,204,109,443
2025-10-28 11:54:50,person,0.926,0,0,633,478
2025-10-28 11:54:50,person,0.712,0,204,110,434
2025-10-28 11:54:50,person,0.932,0,0,636,479
2025-10-28 11:54:50,person,0.655,0,205,110,438
2025-10-28 11:54:50,person,0.93,0,0,635,478
2025-10-28 11:54:50,person,0.678,0,203,109,436
2025-10-28 11:54:51,person,0.928,0,0,635,478
2025-10-28 11:54:51,person,0.622,0,204,109,442
2025-10-28 11:54:51,person,0.922,1,0,633,477
2025-10-28 11:54:51,person,0.595,0,203,109,442
2025-10-28 11:54:52,person,0.924,0,3,633,478
2025-10-28 11:54:52,person,0.554,0,204,108,383
2025-10-28 11:54:52,person,0.925,0,3,632,478
2025-10-28 11:54:52,person,0.556,0,201,106,377
2025-10-28 11:54:52,person,0.929,1,1,635,478
2025-10-28 11:54:53,person,0.513,0,186,93,392
2025-10-28 11:54:53,person,0.93,0,0,632,478
2025-10-28 11:54:53,person,0.797,0,191,89,438
2025-10-28 11:54:53,person,0.933,1,0,633,479
2025-10-28 11:54:53,person,0.835,0,193,94,432
2025-10-28 11:54:53,person,0.929,1,0,633,478
2025-10-28 11:54:53,person,0.796,0,195,94,430
2025-10-28 11:54:54,person,0.927,2,0,630,480
2025-10-28 11:54:54,person,0.573,0,193,97,378
2025-10-28 11:54:54,person,0.932,0,0,633,480
2025-10-28 11:54:54,person,0.787,0,194,98,429
2025-10-28 11:54:54,person,0.919,0,0,634,478
2025-10-28 11:54:54,person,0.782,0,194,99,434
2025-10-28 11:54:55,person,0.93,0,0,635,479
2025-10-28 11:54:55,person,0.85,0,192,99,429
2025-10-28 11:54:55,person,0.937,3,0,633,478
2025-10-28 11:54:55,person,0.679,0,191,95,434
2025-10-28 11:54:55,person,0.926,1,0,632,478
2025-10-28 11:54:55,person,0.81,0,193,92,433
2025-10-28 11:54:55,person,0.919,1,0,637,478
2025-10-28 11:54:55,person,0.781,0,192,92,434
2025-10-28 11:54:55,person,0.686,67,148,222,320
2025-10-28 11:54:56,person,0.926,1,0,634,479
2025-10-28 11:54:56,person,0.719,76,154,221,310
2025-10-28 11:54:56,person,0.661,0,192,94,421
2025-10-28 11:54:56,person,0.921,2,0,633,478
2025-10-28 11:54:56,person,0.791,0,193,95,431
2025-10-28 11:54:56,person,0.73,83,161,223,309
2025-10-28 11:54:56,person,0.923,1,2,635,478
2025-10-28 11:54:56,person,0.692,0,195,94,429
2025-10-28 11:54:56,person,0.657,64,163,225,328
2025-10-28 11:54:57,person,0.921,1,0,637,479
2025-10-28 11:54:57,person,0.765,0,193,95,430
2025-10-28 11:54:57,person,0.602,70,166,218,317
2025-10-28 11:54:57,person,0.927,1,0,635,478
2025-10-28 11:54:57,person,0.776,0,203,95,431
2025-10-28 11:54:57,person,0.921,0,2,632,478
2025-10-28 11:54:57,person,0.646,0,210,91,429
2025-10-28 11:54:57,person,0.919,0,0,632,479
2025-10-28 11:54:58,person,0.919,1,0,633,478
2025-10-28 11:54:58,person,0.569,0,208,90,435
2025-10-28 11:54:58,person,0.932,0,1,634,479
2025-10-28 11:54:58,person,0.794,0,205,90,434
2025-10-28 11:54:58,person,0.92,1,1,631,479
2025-10-28 11:54:58,person,0.603,0,198,92,429
2025-10-28 11:54:59,person,0.927,0,1,629,479
2025-10-28 11:54:59,person,0.725,0,187,96,432
2025-10-28 11:54:59,person,0.922,0,1,629,478
2025-10-28 11:54:59,person,0.78,0,185,95,436
2025-10-28 11:54:59,person,0.53,66,180,189,317
